X,Y,OBJECTID,Stop_Code,Stop_ID,Stop_Name,Street,Cross_Street,Position,Stop_Lat,Stop_Lon,Downtown,Council_District,Sign_Crew,Road_Maint,GoRaleigh,GoTriangle,Wolfline,Wake_Forest,GoDurham,GoCary,Shelter,Shelter_Type,Shelter_Count,Bench,Bench_Type,Bench_Count,Trash_Can,Trash_Can_Type,Trash_Can_Count,Landing_Pad,Amenity_Pad,Pad_Size,Bike_Rack,Lighting,Lighting_Type,Real_Time,USB_Charging,Sidewalk,Crosswalk,Ped_Signal,Curb_Ramp,ADA_Compliant,Bike_Lane,Greenway,Art,Project,Project_Type,Project_Status,Project_Target,R1,R2,R2L,R3,R4,R5,R6,R7,R7L,R8,R8L,R9,R10,R11,R11L,R12,R13,R14,R15,R15L,R16,R18,R18S,R19,R20,R21,R22,R23,R23L,R24,R24L,R25,R25L,R26,R27,R28,R29,R31,R32,R33,R34,R36,R40X,R55X,R70X,R401X,R_Line,WRX,WFL,FRX,ZWX,Boardings,Alightings,Facility_ID,CreationDate,Creator,EditDate,Editor,Project_Lead,Sign_Type,Bus_Zone,Project_Complete,Ridership_Updated,Landscaping,GlobalID,R17,EmergencyPhone,Adoptable,Adoption_Status
-8743555.7859,4293194.1471,29,1833,1833,New Falls of Neuse Rd at Forest Pin,New Falls of Neuse Rd,Forest Pin, ,35.9460040007236,-78.5446980002564,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,1833,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,e6a8df1d-44e4-49e6-854f-cf05fe44f58d,No,,No,Available
-8743957.8719,4292946.092,30,1834,1834,Common Oaks Dr at Chriswick House L,Common Oaks Dr,Chriswick House L, ,35.9441999998375,-78.5483100002497,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,4,3,1834,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,76c3253a-01ad-41a8-941a-6bdd5412ade7,No,,No,Available
-8743766.4024,4292654.5933,31,1835,1835,Common Oaks Dr at Oliver Rd,Common Oaks Dr,Oliver Rd, ,35.9420800001597,-78.5465900004668,No,B,B,Municipal,Yes,No,No,No,No,No,Yes,Full,1,No,,0,No,,0,No,Yes,,No,,,No,No,Yes,No,No,No,No,,No,No,,,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,6,5,1835,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,9453db91-f834-4e00-96e1-51cbff8cc3b7,No,,Yes,Available
-8743560.4613,4292842.9666,32,1836,1836,Forest Pines Dr at Wakefield Commons,Forest Pines Dr,Common Oaks Dr, ,35.9434500006855,-78.5447400000892,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,8,9,1836,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,42976efe-eaa6-426a-8fbe-9df7e74202ca,No,,No,Available
-8743366.7654,4296140.7153,33,1837,1837,Retail Dr at Chick-Fil-A,Retail Dr,Chick-Fil-A, ,35.9674300001334,-78.5430000002148,No,,B,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,1,1837,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,5cdd232d-77a7-4b20-a9b6-9d8ccd77ee3b,No,,No,Available
-8743321.1244,4296886.2166,34,1838,1838,Retail Dr at Target,Retail Dr,Target, ,35.9728499995439,-78.542590000136,No,,B,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2,3,1838,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,94205bdf-5786-4f31-a93a-991cd6b5c134,No,,No,Available
-8743399.048,4297411.6747,35,1839,1839,Retail Dr at Durham Rd (NC 98),Retail Dr,Durham Rd (NC 98), ,35.9766700001294,-78.5432899997447,No,,B,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,3,2,1839,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,8508802c-4593-48ff-93f3-2df401f308ce,No,,No,Available
-8743256.559,4298149.0093,36,1840,1840,Wake Union Church Rd at Hampton Inn,Wake Union Church Rd,Hampton Inn, ,35.9820299994382,-78.5420099992795,No,,,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,1,1840,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,ba7c2d2b-dc4b-4b73-945c-f197fa238025,No,,No,Available
-8743028.3541,4298279.699,37,1841,1841,Wake Union Church Rd at Food Lion,Wake Union Church Rd,Food Lion, ,35.982980000099,-78.5399599997837,No,,,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2,2,1841,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,3c0d2353-e06d-4c39-b7f6-1df863fb9d4a,No,,No,Available
-8743195.509,4296536.2345,38,1844,1844,Retail Dr at Staples,Retail Dr,Staples, ,35.9703055798016,-78.5414615777986,No,,B,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,1,1844,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,b81ffb53-3590-479f-aac4-6ed15025440a,No,,No,Available
-8743585.4853,4293436.1517,39,1907,1907,Forest Pines Dr at Rex Hospital North,Forest Pines Dr,Rex Hospital North,Far,35.947763958198,-78.5449647945059,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,Site 60-Removed,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,2,3,1907,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,971d8fce-c7b6-4e56-81d6-674bddae4afa,No,,No,Available
-8743611.7796,4294322.9791,40,1908,1908,Forest Pines Dr at Green Elm Ln,Forest Pines Dr,Green Elm Ln, ,35.9542130001045,-78.5452010002217,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2,2,1908,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,6944cd32-6058-4414-8fc4-be5f3f5ffeee,No,,No,Available
-8743783.657,4295244.2556,41,1909,1909,Forest Pines Dr at Beestone Ln,Forest Pines Dr,Beestone Ln, ,35.9609119997997,-78.5467450011758,No,B,B,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,1,1909,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,45d0d44d-21c0-4d8a-8cec-1144251b9375,No,,No,Available
-8739187.2751,4299051.7624,42,1910,1910,N Main St at W Oak Ave,N Main St,W Oak Ave, ,35.9885920002826,-78.5054550000516,No,,,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2,2,1910,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,6bf88b4f-16b5-49b7-951a-4bd53d7178eb,No,,No,Available
-8739393.3275,4299358.1542,43,1911,1911,N Wingate St at E Chestnut Ave,N Wingate St,E Chestnut Ave, ,35.9908190002224,-78.5073060002541,No,,,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,3,2,1911,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,88f10a10-dcc9-4b46-8987-7906e98ca72c,No,,No,Available
-8740734.2023,4293563.9409,44,1912,1912,Heritage Branch Rd at Branch Ferry Ct,Heritage Branch Rd,Branch Ferry Ct, ,35.9486932787027,-78.5193512835234,No,,B,,Yes,No,No,Yes,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,1912,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,13945d06-c378-4891-9699-4d3b711ae093,No,,No,Available
-8769416.6401,4288698.6433,45,9764,6223,Alexander Promonade at WalMart,Alexander Promonade,WalMart,Near,35.9131579999815,-78.7768010005116,No,E,A,Private,Yes,No,No,No,No,No,No,,0,Yes,Unimproved,1,Yes,Pole Mounted,1,No,No,,No,Some,Building,No,No,Yes,No,No,Yes,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,9,6,6223,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Non-compliant,a49ed345-b7a1-4075-a2b0-d0c99ec27693,No,,No,Available
-8753848.2747,4270052.1776,46,8001,8001,GoRaleigh Station,GoRaleigh Station,,,35.7775249998586,-78.6371570002631,Yes,C,E,Municipal,Yes,Yes,No,No,No,No,Yes,Transit Center,9,Yes,Improved,9,Yes,Big Belly,9,Yes,Yes,,Yes,Good,Building,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,Complete,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,4852,4217,8001,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,69b5f56f-c13a-4767-a853-3b88688cf4ec,Yes,,Yes,Available
-8753952.2925,4270372.152,47,8002,8002,Wilmington St at Morgan St,Wilmington St,Morgan St,Far,35.7798569297882,-78.6380914080587,Yes,C,E,Municipal,Yes,Yes,No,No,No,No,No,,0,No,,0,No,,0,Yes,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,Shelter,Planned,2022,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,20,7,8002,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/28 21:02:19.106+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,3c35652c-2523-4e59-b835-e8d1bc2fd44e,No,,No,Available
-8753937.271,4270639.1058,48,8003,8003,Wilmington St at Jones St,Wilmington St,Jones St,Near,35.7818024003077,-78.6379564676283,Yes,C,E,Municipal,Yes,Yes,No,No,No,No,Yes,R-Line,1,Yes,Improved,1,Yes,Concrete Mounted,1,No,Yes,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,,Complete,,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,18,6,8003,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/28 21:02:19.106+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,811ac5b1-d6f2-402a-a413-955be7c53a16,No,,Yes,Available
-8751459.5937,4274087.7172,49,8005,8005,Capital Blvd at Crabtree Blvd,Capital Blvd,Crabtree Blvd, ,35.806399999428,-78.6160300009997,No,C,D,NCDOT,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,20 by 15,Yes,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Site 14,Shelter,Complete,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35,50,8005,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,aca8df6e-5f9c-4a9f-bcd0-0ac9552d429e,No,,Yes,Available
-8753914.258,4271090.0759,50,8006,8006,N Wilmington St at North St,N Wilmington St,North St,Far,35.7850888123762,-78.637749738332,Yes,C,E,Municipal,Yes,Yes,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,Yes,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,6,6,8006,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,3aa30623-a0bd-4a81-9d1f-6e5fe239955a,No,,No,Available
-8753910.0736,4271261.5099,51,8007,8007,N Wilmington St at Polk St,N Wilmington St,Polk St,Far,35.7863380897069,-78.6377121492273,Yes,C,E,Municipal,Yes,No,No,No,No,No,No,,0,Yes,Improved,1,No,,0,Yes,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Shelter,Planned,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,6,8007,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,a2f87077-2f71-46e8-8fa8-a07032f14f79,No,,No,Available
-8753512.4238,4271806.5792,52,8009,8009,N Person St at E Franklin St,N Person St,E Franklin St,Far,35.7903099993925,-78.6341400002966,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,Yes,Unimproved,1,Yes,Pole Mounted,1,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,10,8009,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,35bc2ae5-9906-48df-81d9-885ba7edb2b8,No,,No,Available
-8753339.8786,4272068.7002,53,8010,8010,Wake Forest Rd at Sasser St,Wake Forest Rd,Sasser St, ,35.7922199998046,-78.632590000393,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Site 229,Shelter,Planned,Summer 2021,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,4,8010,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,589a482c-9dd7-4da2-b923-dba45e03e537,No,,No,Available
-8753069.7969,4272617.4318,55,8012,8012,Wake Forest Rd at Frank St,Wake Forest Rd,Frank St, ,35.7961799996508,-78.6301599991589,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Street,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,4,8012,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Non-compliant,2ded64d8-0b52-4cb8-a8a1-50189e858609,No,,No,Available
-8752524.7973,4273082.5228,57,8014,8014,Automotive Way at Brookside Dr,Automotive Way,Brookside Dr, ,35.7996070003704,-78.6252680004971,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Building,No,No,Yes,No,No,Yes,No,No,No,No,,Shelter,Planned,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17,23,8014,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,15af190e-921c-4b95-9a80-d5d56f2b59a1,No,,No,Available
-8751941.7058,4273468.6153,58,8015,8015,Capital Blvd at Fenton St,Capital Blvd,Fenton St, ,35.802419999376,-78.6200300004322,No,C,D,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,20 by 6,No,None,,No,No,Yes,No,No,Yes,No,No,No,No,WTP Site 94,Shelter,Complete,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,20,8015,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Non-compliant,12b683ad-7586-44b4-9ebb-d1e6d448e985,No,,Yes,Available
-8751068.961,4274594.1677,60,8017,8017,Capital Blvd at Hodges St,Capital Blvd,Hodges St, ,35.8106200003876,-78.6121900005024,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Street,No,No,No,No,No,No,No,No,Yes,No,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,13,8017,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,f472bfa3-15ce-4438-816d-c7be52b7e30a,No,,No,Available
-8749910.1251,4275323.0934,61,8018,8018,Capital Blvd at Westinghouse Blvd,Capital Blvd,Westinghouse Blvd, ,35.8159299999632,-78.6017800004948,No,B,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,No,No,No,No,No,No,No,No,,Shelter,Planned,2022,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,53,8018,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,92d5b85b-ed65-46cc-8a5e-8ce45f6cdfc7,No,,No,Available
-8749301.0873,4275679.2142,62,8019,8019,Capital Blvd at Brentwood Rd,Capital Blvd,Brentwood Rd,Near,35.818489999871,-78.5963700000025,No,B,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,Yes,No,,No,Some,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,Shelter,Planned,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36,38,8019,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,77ee2c79-1af8-4701-abcd-1c8db0c66a47,No,,No,Available
-8748833.5564,4275947.7296,63,8020,8020,Capital Blvd at Trawick Rd,Capital Blvd,Trawick Rd,Near,35.8204799997832,-78.592070000096,No,B,D,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,6’ by 20’,No,Some,Building,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Site 3,Shelter,Complete,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,61,8020,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,7b81c3af-c7c6-49fc-bfb5-570c6a4b0948,No,,Yes,Adopted
